0,1,2,3,4,5,6,7,8,9
0.05720,0.03868,0.05674,0.03960,0.02098,0.00595,0.06631,0.01342,0.04265,0.03887,
0.05188,0.00745,0.05031,0.06234,0.02914,0.04341,0.07508,0.04996,0.04265,0.00724,
0.06557,0.04852,0.05679,0.06048,0.03962,0.05888,0.04869,0.05719,0.04265,0.04844,
0.05882,0.01375,0.06716,0.01831,0.05906,0.06376,0.01202,0.04030,0.04265,0.06899,
0.01300,0.00994,0.05374,0.06838,0.05331,0.01926,0.07009,0.06511,0.04265,0.05273,
0.05378,0.02967,0.06003,0.05500,0.01065,0.07123,0.04027,0.07741,0.04265,0.06579,
0.06164,0.03267,0.01437,0.07187,0.04200,0.01584,0.01276,0.01846,0.04265,0.07267,
0.07056,0.04009,0.02878,0.07248,0.06028,0.03591,0.07156,0.03275,0.04265,0.00466,
0.16277,0.39912,0.27596,0.43978,0.76716,0.63308,0.08083,0.45044,0.04265,0.54075,
0.03507,0.09195,0.15646,0.27207,0.07514,0.42626,0.05622,0.43367,0.04265,0.32762,
0.05095,0.03827,0.11607,0.17511,0.07021,0.17328,0.05673,0.05469,0.04265,0.16988,
0.12273,0.12034,0.05994,0.06701,0.07373,0.12681,0.09385,0.07038,0.04265,0.21250,
0.08616,0.08729,0.15986,0.11082,0.17232,0.02507,0.02800,0.09041,0.04265,0.10655,
0.17900,0.10647,0.14236,0.25040,0.15816,0.06971,0.13801,0.10074,0.04265,0.09126,
0.21025,0.11821,0.25587,0.07927,0.14160,0.11988,0.06784,0.10737,0.04265,0.12212,
0.24901,0.06452,0.15080,0.07439,0.25530,0.18652,0.12937,0.10281,0.04265,0.21382,
0.05420,0.05964,0.08840,0.05943,0.18955,0.05385,0.01028,0.06038,0.04265,0.28929,
0.19571,0.08230,0.24137,0.12835,0.24498,0.14193,0.13975,0.09917,0.04265,0.13924,
0.16772,0.03693,0.11307,0.20276,0.06266,0.21968,0.06462,0.10913,0.04265,0.19504,
0.05656,0.19972,0.09120,0.05130,0.20002,0.14813,0.12772,0.12703,0.04265,0.21515,
