0,1,2,3,4,5,6,7,8,9
0.12896,0.06318,0.04081,0.08718,0.07895,0.10235,0.02561,0.03622,0.07134,0.02685,
0.04575,0.08923,0.05113,0.03174,0.08003,0.04016,0.02561,0.05173,0.04348,0.10263,
0.00759,0.07309,0.02578,0.08227,0.08218,0.04445,0.04304,0.03034,0.03046,0.08827,
1.12549,0.82843,1.34470,0.92596,1.50991,1.17515,1.11563,1.30179,1.00143,1.22282,
1.09164,1.02763,1.26784,1.07490,1.11271,1.17515,1.13019,1.25388,1.05516,1.21019,
1.12869,1.11670,1.13033,1.13880,1.13142,1.17515,1.16452,1.22921,1.09748,1.18160,
1.14104,1.10870,1.11561,1.12246,1.13142,1.14119,1.13571,1.14827,1.09879,1.17215,
1.14837,1.13563,1.13901,1.14280,1.13142,1.15200,1.12082,1.15233,1.10131,1.11580,
1.12717,1.14922,1.12255,1.14969,1.13142,1.15734,1.11057,1.11624,1.13222,1.10812,
1.12717,1.12547,1.10923,1.15395,1.11398,1.11441,1.10351,1.10865,1.11422,1.13337,
1.13917,1.12547,1.13312,1.10747,1.10390,1.13603,1.12740,1.13310,1.13276,1.14530,
1.11676,1.12547,1.14533,1.13272,1.12768,1.11495,1.11335,1.11351,1.11349,1.13880,
1.13685,1.12547,1.11054,1.14520,1.11357,1.13629,1.13556,1.10372,1.10370,1.11658,
1.11860,1.12547,1.13427,1.10955,1.10648,1.14694,1.11777,1.10143,1.10141,1.10804,
1.12561,1.10011,1.13695,1.12456,1.10648,1.09444,1.09874,1.11726,1.08778,1.12374,
1.09613,1.08287,1.08789,1.09847,1.08910,1.08263,1.09874,1.12123,1.10963,1.09801,
1.08314,1.07340,1.10648,1.08479,1.07996,1.07341,1.08501,1.11245,1.09053,1.09801,
1.10151,1.09253,1.11235,1.08479,1.09616,1.09638,1.07084,1.10286,1.10532,1.10497,
1.10409,1.06743,1.07052,1.06021,1.06960,1.06974,1.07084,1.10478,1.07061,1.10171,
1.10487,1.05436,1.08829,1.05054,1.06960,1.05175,1.05624,1.08753,1.08808,1.06863,
1.05478,1.08038,1.09709,1.04575,1.06960,1.04644,1.08133,1.06448,1.06505,1.08679,
1.04782,1.06107,1.04957,1.07211,1.06960,1.03990,1.06151,1.08136,1.04917,1.06434,
1.03590,1.06107,1.03686,1.08063,1.08374,1.03194,1.07540,1.04424,1.03667,1.08141,
1.05483,1.06714,1.05928,1.04435,1.03108,1.05268,1.07424,1.04424,1.05920,1.08190,
1.03111,1.07473,1.06629,1.02572,1.02247,1.06294,1.07816,1.04424,1.06626,1.06430,
1.05240,1.04085,1.03695,1.01607,1.01861,1.03894,1.06257,1.04424,1.06971,1.03970,
1.06030,1.05903,1.05275,1.04646,1.01369,1.03894,1.06535,1.02691,1.05802,1.02037,
1.06861,1.06368,1.02739,1.02384,1.04143,1.03894,1.02163,1.05242,1.03396,1.04495,
1.02386,1.07039,1.04805,1.01246,1.05516,1.03894,1.01134,1.06037,1.05133,1.02324,
1.05092,1.05227,1.06240,1.00671,1.03228,1.03894,1.04048,1.06874,1.03043,1.01579,
1.05967,1.06458,1.06979,1.03819,1.05502,1.03894,1.02458,1.01866,1.01990,1.04267,
1.03467,1.03303,1.02482,1.05742,1.06624,1.03894,1.01696,1.01369,1.04441,1.02589,
1.01767,1.01712,1.01697,1.06287,1.01608,1.03894,1.04303,1.01128,1.05658,1.05189,
1.04369,1.04718,1.04300,1.01481,1.01247,1.03894,1.05589,1.00999,1.02924,1.02631,
1.02255,1.05797,1.02213,1.00789,1.01062,1.03894,1.05291,1.03965,1.01889,1.04789,
0.93223,0.93594,0.91567,0.92378,1.12286,1.03894,1.17674,1.17011,0.91249,0.94734,
1.30407,0.78182,1.19957,0.73512,0.88672,1.03894,1.31260,1.38063,0.73807,0.78811,
1.51171,0.78182,0.66855,0.39636,0.37939,0.51825,1.51213,1.23418,0.78585,1.40154,
1.52485,1.03812,0.47462,0.39636,0.92675,0.04732,0.00685,0.58029,0.89837,1.21230,
0.61075,0.47390,0.52195,0.39636,1.02078,0.54789,0.78086,1.21039,1.09974,1.23326,
0.20889,1.06969,0.00475,0.39636,0.84017,0.07603,0.09584,1.16168,0.28599,1.01215,
1.02230,0.91705,0.37061,0.36830,0.42018,0.07603,0.37747,0.40940,0.56064,0.94527,
0.46841,0.29015,0.43045,0.13791,0.32562,0.07603,0.43924,0.06638,0.04732,0.76614,
0.05338,0.67556,0.03079,0.52719,0.39588,0.07603,0.46936,0.28290,0.30962,0.43880,
0.06507,0.16918,0.02510,0.55052,0.09997,0.00651,0.28404,0.04576,0.15623,0.54127,
0.74084,0.45316,0.45958,0.80908,0.46144,0.66822,0.90598,0.87376,0.70899,0.32110,
